cls,board
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh84th,cksh84th316
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh84th,cksh84th317
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh84th,cksh84th319
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh84th,cksh84th321
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh84th,cksh84th322
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh84th,cksh84th323
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd105
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd116
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd121
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd302
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd303
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd304
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd305
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd307
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd308
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd309
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd310
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd314
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd316
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd317
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd318
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd319
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd321
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd322
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh83rd,cksh83rd324
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd109
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd110
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd302
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd303
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd304
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd306
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd308
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd309
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd310
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd311
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd314
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd315
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd321
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh82nd,cksh82nd322
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st301
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st302
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st303
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st304
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st309
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st310
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st311
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st312
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st314
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st316
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st318
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st320
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st321
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh81st,cksh81st323
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th01
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th04
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th05
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th06
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th07
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th08
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th11
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th110
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th111
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th12
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th14
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th16
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th19
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th20
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th21
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th24
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh79th,cksh79th310
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th01
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th02
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th03
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th04
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th05
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th06
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th07
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th10
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th112
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th12
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th124
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,CKSH77th14
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th16
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th17
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th18
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th19
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th20
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th21
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th22
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh77th,cksh77th323
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th301
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th302
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th303
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th305
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th307
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th308
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th309
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th310
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th312
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th313
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th314
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th315
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th316
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th317
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th318
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th319
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th320
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th322
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th323
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh80th,cksh80th324
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th01
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th02
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th03
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th04
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th05
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th06
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th07
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th10
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th11
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th12
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th13
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th15
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th19
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th20
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th21
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th23
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh78th,cksh78th24
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th02
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th04
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th05
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th06
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th07
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th08
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th09
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th10
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th13
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th15
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th16
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th17
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th18
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th19
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th21
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th22
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh76th,cksh76th24
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,GraUnion63ed
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_101club
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_AC
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_BAND
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_Chorus
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_FMRC
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_HIGH
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_ISC29th
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_ISC31st
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_LSA
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_sky218
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_TOUYOU
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_Urania
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNU_YuShen
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Clubs,HSNUCM21
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU-085
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU062
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU_j099
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU_j102
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU_j103
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU_J123
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU_J124
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,HSNU_jo71
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,JHSNU-081
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Junior,JHSNU-106
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Alumnus,HSNU_NCCU
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Alumnus,HSNU_NCTU
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Alumnus,HSNU_NTNU
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Alumnus,HSNU_NTU
D_Group>Taipei-Area>TPE-Senior>HSNU>HSNU_Alumnus,HSNU_TMU
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th02
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th09
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th12
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th15
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th18
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th19
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh75th,cksh75th23
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh74th,cksh74th10
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh74th,cksh74th20
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,AACK
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKBIGBOAT
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKCB
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKCFC_7th
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKGC
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKKN
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,ckmc
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKNS
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH-BL
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH-Chorus
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,cksh_chess
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH_CKMS
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH_debate
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH_HC
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH_HG18th
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSH_KF
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSHCNCA
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,ckshga80th
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,CKSHHG22th
D_Group>Taipei-Area>TPE-Senior>ChengkungSH>cksh-club,RealDream
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th109
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th121
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th128
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th306
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th307
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th311
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th312
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th313
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th315
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th318
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th322
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th324
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th325
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th326
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th327
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th328
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,ck60th330
D_Group>Taipei-Area>TPE-Senior>CKHS>CK60TH,M_Cannon_323
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,CK59th105
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th121
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,CK59th122
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th301
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th303
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th305
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th306
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th307
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th312
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th313
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th314
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th318
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th319
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th321
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th324
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th326
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th327
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th328
D_Group>Taipei-Area>TPE-Senior>CKHS>CK59TH,ck59th330
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th111
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th116
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th120
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th127
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th301
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th302
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th304
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th305
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th306
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th307
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th308
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th310
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th311
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th312
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th313
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th315
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th316
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th317
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th321
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th322
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th323
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th324
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th328
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th329
D_Group>Taipei-Area>TPE-Senior>CKHS>CK58TH,ck58th330
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th301
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th302
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th304
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th305
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th306
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th307
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th308
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th309
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th314
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th317
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th318
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th319
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th320
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th321
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th323
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th324
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th325
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th327
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th328
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th329
D_Group>Taipei-Area>TPE-Senior>CKHS>CK57TH,ck57th330
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th130
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th301
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th302
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th303
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th304
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th305
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th306
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th308
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th310
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th311
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th313
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th314
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th315
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th318
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th320
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th321
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th322
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th323
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th324
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th330
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th331
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th332
D_Group>Taipei-Area>TPE-Senior>CKHS>CK56TH,ck56th333
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th102
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th104
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th105
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th117
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th120
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th301
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th302
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th303
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th304
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th305
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th307
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th308
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th309
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th311
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th312
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th313
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th314
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th315
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th316
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th318
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th319
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th320
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th321
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th322
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th323
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th324
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th325
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th326
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th327
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th329
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th330
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th332
D_Group>Taipei-Area>TPE-Senior>CKHS>CK55TH,ck55th333
